MerchantName,Location,TransactionID,Category,TransactionAmount,AnomalyScore,FraudIndicator,CustomerID,SuspiciousFlag,AccountBalance,LastLogin,Name,Age,Address,Timestamp,MerchantID,Amount,Dates,Day,Week,Month,Year
Merchant 2201,Location 2201,201,Other,78.7926566816262,0.0924698674989543,0,1201,0,6298.296095769295,2022-07-20,Customer 1201,29,Address 1201,2022-01-29 05:00:00,2882,32.42837607397003,2022-01-29 05:00:00,29,4,1,2022
Merchant 2202,Location 2202,202,Online,73.35801855325286,0.8635439599431781,0,1202,0,3143.9314064704977,2022-07-21,Customer 1202,52,Address 1202,2022-01-20 22:00:00,2597,40.104020200685696,2022-01-20 22:00:00,20,3,1,2022
Merchant 2204,Location 2204,204,Online,52.57391797925766,0.1032059291351714,0,1204,0,3152.247786827239,2022-07-23,Customer 1204,45,Address 1204,2022-01-01 05:00:00,2757,86.94708413376785,2022-01-01 05:00:00,1,52,1,2022
Merchant 2204,Location 2204,204,Online,52.57391797925766,0.1032059291351714,0,1204,0,3152.247786827239,2022-07-23,Customer 1204,45,Address 1204,2022-01-23 21:00:00,2329,82.00373953388333,2022-01-23 21:00:00,23,3,1,2022
Merchant 2205,Location 2205,205,Travel,87.946838800399,0.7811165111485706,0,1205,0,5707.424545180082,2022-07-24,Customer 1205,37,Address 1205,2022-02-04 14:00:00,2629,29.627393510330677,2022-02-04 14:00:00,4,5,2,2022
Merchant 2207,Location 2207,207,Other,49.02599806311397,0.2741100007272282,0,1207,0,5655.630625853387,2022-07-26,Customer 1207,38,Address 1207,2022-01-02 14:00:00,2201,14.63168948637222,2022-01-02 14:00:00,2,52,1,2022
Merchant 2207,Location 2207,207,Other,49.02599806311397,0.2741100007272282,0,1207,0,5655.630625853387,2022-07-26,Customer 1207,38,Address 1207,2022-01-21 10:00:00,2866,69.91745393115764,2022-01-21 10:00:00,21,3,1,2022
Merchant 2208,Location 2208,208,Travel,76.7891524120786,0.3144079950434221,0,1208,0,8321.692175664655,2022-07-27,Customer 1208,64,Address 1208,2022-01-18 04:00:00,2079,98.50040705533956,2022-01-18 04:00:00,18,3,1,2022
Merchant 2210,Location 2210,210,Other,21.239305903956133,0.3227980839253159,0,1210,0,9316.95357597456,2022-07-29,Customer 1210,39,Address 1210,2022-01-27 13:00:00,2779,99.87930230728328,2022-01-27 13:00:00,27,4,1,2022
Merchant 2210,Location 2210,210,Other,21.239305903956133,0.3227980839253159,0,1210,0,9316.95357597456,2022-07-29,Customer 1210,39,Address 1210,2022-02-06 20:00:00,2200,23.44981815960602,2022-02-06 20:00:00,6,5,2,2022
Merchant 2212,Location 2212,212,Other,52.47637817645349,0.8581859979634036,1,1212,0,9974.701764544445,2022-07-31,Customer 1212,55,Address 1212,2022-02-06 09:00:00,2116,70.30126731068788,2022-02-06 09:00:00,6,5,2,2022
Merchant 2213,Location 2213,213,Food,75.32893871990358,0.4463273030715393,0,1213,0,2478.8342993715314,2022-08-01,Customer 1213,23,Address 1213,2022-01-19 00:00:00,2286,26.719047821992245,2022-01-19 00:00:00,19,3,1,2022
Merchant 2214,Location 2214,214,Travel,76.76865855547618,0.1168631146102391,0,1214,0,6807.184597663554,2022-08-02,Customer 1214,42,Address 1214,2022-01-16 04:00:00,2103,40.658978551453465,2022-01-16 04:00:00,16,2,1,2022
Merchant 2214,Location 2214,214,Travel,76.76865855547618,0.1168631146102391,0,1214,0,6807.184597663554,2022-08-02,Customer 1214,42,Address 1214,2022-01-18 05:00:00,2564,69.88048811693454,2022-01-18 05:00:00,18,3,1,2022
Merchant 2216,Location 2216,216,Retail,33.346974587766816,0.0498583601810919,0,1216,0,4741.192768951942,2022-08-04,Customer 1216,26,Address 1216,2022-01-28 15:00:00,2840,14.717379319580264,2022-01-28 15:00:00,28,4,1,2022
Merchant 2218,Location 2218,218,Online,21.68077849155916,0.0865758331665561,0,1218,0,8922.535956808442,2022-08-06,Customer 1218,63,Address 1218,2022-01-18 13:00:00,2547,66.95973903298082,2022-01-18 13:00:00,18,3,1,2022
Merchant 2219,Location 2219,219,Online,78.78591569653737,0.8576199416102118,0,1219,0,7649.649301190314,2022-08-07,Customer 1219,23,Address 1219,2022-01-09 20:00:00,2065,81.95667521729543,2022-01-09 20:00:00,9,1,1,2022
Merchant 2219,Location 2219,219,Online,78.78591569653737,0.8576199416102118,0,1219,0,7649.649301190314,2022-08-07,Customer 1219,23,Address 1219,2022-01-21 03:00:00,2136,12.787029418188828,2022-01-21 03:00:00,21,3,1,2022
Merchant 2219,Location 2219,219,Online,78.78591569653737,0.8576199416102118,0,1219,0,7649.649301190314,2022-08-07,Customer 1219,23,Address 1219,2022-01-24 19:00:00,2008,88.50391549409335,2022-01-24 19:00:00,24,4,1,2022
Merchant 2221,Location 2221,221,Food,47.443041935154895,0.210648526054667,0,1221,0,6722.285664371272,2022-08-09,Customer 1221,37,Address 1221,2022-01-10 17:00:00,2851,69.33327246195044,2022-01-10 17:00:00,10,2,1,2022
Merchant 2223,Location 2223,223,Travel,56.889921501141245,0.0177160412981203,0,1223,0,8213.34489132453,2022-08-11,Customer 1223,20,Address 1223,2022-01-21 04:00:00,2111,58.70630745788713,2022-01-21 04:00:00,21,3,1,2022
Merchant 2225,Location 2225,225,Food,41.46857357472534,0.9854105185705414,0,1225,0,2351.0496929869623,2022-08-13,Customer 1225,51,Address 1225,2022-02-07 15:00:00,2983,45.76941000334883,2022-02-07 15:00:00,7,6,2,2022
Merchant 2227,Location 2227,227,Travel,29.67925462704473,0.9392161655993088,1,1227,0,6764.941455409842,2022-08-15,Customer 1227,35,Address 1227,2022-02-08 02:00:00,2957,81.69738902734242,2022-02-08 02:00:00,8,6,2,2022
Merchant 2228,Location 2228,228,Online,10.9730234023345,0.1883338580116202,0,1228,1,9343.248064754189,2022-08-16,Customer 1228,59,Address 1228,2022-02-07 21:00:00,2007,32.2318769063642,2022-02-07 21:00:00,7,6,2,2022
Merchant 2229,Location 2229,229,Other,94.0622960105692,0.2589414407353841,0,1229,0,7030.677982437504,2022-08-17,Customer 1229,18,Address 1229,2022-01-12 04:00:00,2023,56.27958729651075,2022-01-12 04:00:00,12,2,1,2022
Merchant 2231,Location 2231,231,Online,70.86813431740313,0.4745197026132388,0,1231,0,1631.0607959675435,2022-08-19,Customer 1231,63,Address 1231,2022-01-23 01:00:00,2203,27.25454050385736,2022-01-23 01:00:00,23,3,1,2022
Merchant 2232,Location 2232,232,Other,14.748967417508124,0.3279132217069292,0,1232,0,8793.538025111497,2022-08-20,Customer 1232,18,Address 1232,2022-02-09 06:00:00,2530,34.06316109206354,2022-02-09 06:00:00,9,6,2,2022
Merchant 2233,Location 2233,233,Online,62.37409427812566,0.0452476378006632,0,1233,0,8198.17833915617,2022-08-21,Customer 1233,28,Address 1233,2022-01-08 06:00:00,2298,13.592210306686386,2022-01-08 06:00:00,8,1,1,2022
Merchant 2233,Location 2233,233,Online,62.37409427812566,0.0452476378006632,0,1233,0,8198.17833915617,2022-08-21,Customer 1233,28,Address 1233,2022-01-13 16:00:00,2020,79.21418526693257,2022-01-13 16:00:00,13,2,1,2022
Merchant 2234,Location 2234,234,Other,35.94577240035858,0.8934789871384754,0,1234,0,6737.496077516889,2022-08-22,Customer 1234,18,Address 1234,2022-01-07 01:00:00,2011,86.17240478756997,2022-01-07 01:00:00,7,1,1,2022
Merchant 2234,Location 2234,234,Other,35.94577240035858,0.8934789871384754,0,1234,0,6737.496077516889,2022-08-22,Customer 1234,18,Address 1234,2022-01-27 11:00:00,2391,81.49217872125034,2022-01-27 11:00:00,27,4,1,2022
Merchant 2237,Location 2237,237,Online,23.30991586673956,0.8944399270078037,0,1237,0,5160.483332414382,2022-08-25,Customer 1237,32,Address 1237,2022-01-09 08:00:00,2382,78.69908198812801,2022-01-09 08:00:00,9,1,1,2022
Merchant 2237,Location 2237,237,Online,23.30991586673956,0.8944399270078037,0,1237,0,5160.483332414382,2022-08-25,Customer 1237,32,Address 1237,2022-01-26 23:00:00,2932,91.4805744361771,2022-01-26 23:00:00,26,4,1,2022
Merchant 2238,Location 2238,238,Retail,25.29149584461545,0.0897404131770416,0,1238,0,8228.897853132457,2022-08-26,Customer 1238,38,Address 1238,2022-01-02 21:00:00,2274,79.35791579481321,2022-01-02 21:00:00,2,52,1,2022
Merchant 2238,Location 2238,238,Retail,25.29149584461545,0.0897404131770416,0,1238,0,8228.897853132457,2022-08-26,Customer 1238,38,Address 1238,2022-02-11 02:00:00,2373,90.00558943683018,2022-02-11 02:00:00,11,6,2,2022
Merchant 2239,Location 2239,239,Retail,52.565828289984246,0.3351857633051895,0,1239,0,8704.182255178053,2022-08-27,Customer 1239,40,Address 1239,2022-01-08 02:00:00,2201,16.468824479692067,2022-01-08 02:00:00,8,1,1,2022
Merchant 2239,Location 2239,239,Retail,52.565828289984246,0.3351857633051895,0,1239,0,8704.182255178053,2022-08-27,Customer 1239,40,Address 1239,2022-01-13 09:00:00,2745,20.66255752728149,2022-01-13 09:00:00,13,2,1,2022
Merchant 2239,Location 2239,239,Retail,52.565828289984246,0.3351857633051895,0,1239,0,8704.182255178053,2022-08-27,Customer 1239,40,Address 1239,2022-01-26 09:00:00,2146,90.60563652231846,2022-01-26 09:00:00,26,4,1,2022
Merchant 2240,Location 2240,240,Online,77.85459460480482,0.5722681836455746,1,1240,0,1883.4867347636705,2022-08-28,Customer 1240,43,Address 1240,2022-01-06 00:00:00,2794,32.34210737065556,2022-01-06 00:00:00,6,1,1,2022
Merchant 2240,Location 2240,240,Online,77.85459460480482,0.5722681836455746,1,1240,0,1883.4867347636705,2022-08-28,Customer 1240,43,Address 1240,2022-01-19 15:00:00,2079,62.874333971672,2022-01-19 15:00:00,19,3,1,2022
Merchant 2242,Location 2242,242,Online,69.93087011641819,0.5157654931543152,0,1242,0,5765.640647310825,2022-08-30,Customer 1242,32,Address 1242,2022-02-08 05:00:00,2423,23.12363510526152,2022-02-08 05:00:00,8,6,2,2022
Merchant 2244,Location 2244,244,Travel,24.898259397715726,0.1745842508047409,0,1244,0,8723.861426511972,2022-09-01,Customer 1244,46,Address 1244,2022-01-11 09:00:00,2040,60.55808100557361,2022-01-11 09:00:00,11,2,1,2022
Merchant 2244,Location 2244,244,Travel,24.898259397715726,0.1745842508047409,0,1244,0,8723.861426511972,2022-09-01,Customer 1244,46,Address 1244,2022-01-17 13:00:00,2907,40.36412587140183,2022-01-17 13:00:00,17,3,1,2022
Merchant 2244,Location 2244,244,Travel,24.898259397715726,0.1745842508047409,0,1244,0,8723.861426511972,2022-09-01,Customer 1244,46,Address 1244,2022-01-28 13:00:00,2385,92.69624970525254,2022-01-28 13:00:00,28,4,1,2022
Merchant 2244,Location 2244,244,Travel,24.898259397715726,0.1745842508047409,0,1244,0,8723.861426511972,2022-09-01,Customer 1244,46,Address 1244,2022-02-03 14:00:00,2929,51.93353981623281,2022-02-03 14:00:00,3,5,2,2022
Merchant 2249,Location 2249,249,Online,52.49254177338928,0.0271173542793712,0,1249,0,5944.205812014155,2022-09-06,Customer 1249,26,Address 1249,2022-02-06 01:00:00,2395,34.44668007158171,2022-02-06 01:00:00,6,5,2,2022
Merchant 2251,Location 2251,251,Retail,78.56612335127426,0.6493666203166822,0,1251,0,1820.9385858995977,2022-09-08,Customer 1251,34,Address 1251,2022-01-02 01:00:00,2753,52.593928648769634,2022-01-02 01:00:00,2,52,1,2022
Merchant 2252,Location 2252,252,Food,80.25449380538134,0.7074811593133916,0,1252,0,9182.87387648701,2022-09-09,Customer 1252,53,Address 1252,2022-02-01 01:00:00,2843,24.962467028590897,2022-02-01 01:00:00,1,5,2,2022
Merchant 2253,Location 2253,253,Travel,15.053521973225672,0.5105081670860443,0,1253,0,5185.762081850918,2022-09-10,Customer 1253,62,Address 1253,2022-01-11 22:00:00,2509,27.336940402644966,2022-01-11 22:00:00,11,2,1,2022
Merchant 2255,Location 2255,255,Other,92.88343588588074,0.8142113446109935,0,1255,0,5672.324719130025,2022-09-12,Customer 1255,32,Address 1255,2022-01-19 21:00:00,2371,82.94038053812939,2022-01-19 21:00:00,19,3,1,2022
Merchant 2260,Location 2260,260,Online,35.66109499785723,0.3485183802706245,0,1260,0,4878.415267175985,2022-09-17,Customer 1260,64,Address 1260,2022-01-23 23:00:00,2325,30.561099365798057,2022-01-23 23:00:00,23,3,1,2022
Merchant 2263,Location 2263,263,Food,11.86341116322519,0.2175426414356537,0,1263,0,3583.3826875795057,2022-09-20,Customer 1263,21,Address 1263,2022-01-27 02:00:00,2292,96.58421668519038,2022-01-27 02:00:00,27,4,1,2022
Merchant 2263,Location 2263,263,Food,11.86341116322519,0.2175426414356537,0,1263,0,3583.3826875795057,2022-09-20,Customer 1263,21,Address 1263,2022-02-03 17:00:00,2227,31.85157143386876,2022-02-03 17:00:00,3,5,2,2022
Merchant 2264,Location 2264,264,Food,26.5734715248705,0.2022063741775694,0,1264,0,6025.002661070012,2022-09-21,Customer 1264,23,Address 1264,2022-01-15 23:00:00,2534,41.70586082062327,2022-01-15 23:00:00,15,2,1,2022
Merchant 2264,Location 2264,264,Food,26.5734715248705,0.2022063741775694,0,1264,0,6025.002661070012,2022-09-21,Customer 1264,23,Address 1264,2022-01-24 17:00:00,2129,80.89642698729558,2022-01-24 17:00:00,24,4,1,2022
Merchant 2265,Location 2265,265,Food,29.782455750319624,0.4933083192807312,0,1265,0,7502.562160892314,2022-09-22,Customer 1265,47,Address 1265,2022-01-22 10:00:00,2268,25.03864028565554,2022-01-22 10:00:00,22,3,1,2022
Merchant 2266,Location 2266,266,Travel,59.42213532077228,0.6120335137046751,0,1266,0,1773.8085062866285,2022-09-23,Customer 1266,50,Address 1266,2022-01-20 00:00:00,2060,73.61390202453833,2022-01-20 00:00:00,20,3,1,2022
Merchant 2266,Location 2266,266,Travel,59.42213532077228,0.6120335137046751,0,1266,0,1773.8085062866285,2022-09-23,Customer 1266,50,Address 1266,2022-01-22 03:00:00,2772,14.139387559786153,2022-01-22 03:00:00,22,3,1,2022
Merchant 2268,Location 2268,268,Retail,84.3166959270708,0.8640972249158761,0,1268,0,5840.971694574231,2022-09-25,Customer 1268,40,Address 1268,2022-01-25 01:00:00,2748,62.16550879121196,2022-01-25 01:00:00,25,4,1,2022
Merchant 2269,Location 2269,269,Travel,36.15552839616184,0.74077886236982,0,1269,0,9261.10996968282,2022-09-26,Customer 1269,34,Address 1269,2022-02-01 03:00:00,2285,97.69235336466316,2022-02-01 03:00:00,1,5,2,2022
Merchant 2271,Location 2271,271,Other,10.83104719865872,0.6208991111145831,1,1271,0,9084.791658545855,2022-09-28,Customer 1271,23,Address 1271,2022-01-07 15:00:00,2783,99.24329385724016,2022-01-07 15:00:00,7,1,1,2022
Merchant 2272,Location 2272,272,Travel,30.82326807262543,0.0443423904348095,1,1272,0,5815.458023742309,2022-09-29,Customer 1272,48,Address 1272,2022-01-16 07:00:00,2221,39.31159079569777,2022-01-16 07:00:00,16,2,1,2022
Merchant 2273,Location 2273,273,Other,20.01826492292852,0.4031613295818237,0,1273,0,7120.616916284161,2022-09-30,Customer 1273,61,Address 1273,2022-02-03 10:00:00,2648,53.258294604800966,2022-02-03 10:00:00,3,5,2,2022
Merchant 2275,Location 2275,275,Online,49.11928354400872,0.7328517217427827,0,1275,0,7853.48731434184,2022-10-02,Customer 1275,23,Address 1275,2022-01-14 17:00:00,2838,95.76692181306092,2022-01-14 17:00:00,14,2,1,2022
Merchant 2276,Location 2276,276,Travel,27.226847422488543,0.783449780337816,0,1276,0,4961.926428913047,2022-10-03,Customer 1276,31,Address 1276,2022-01-21 18:00:00,2733,25.40830020808809,2022-01-21 18:00:00,21,3,1,2022
Merchant 2276,Location 2276,276,Travel,27.226847422488543,0.783449780337816,0,1276,0,4961.926428913047,2022-10-03,Customer 1276,31,Address 1276,2022-01-28 18:00:00,2293,77.68854755312054,2022-01-28 18:00:00,28,4,1,2022
Merchant 2276,Location 2276,276,Travel,27.226847422488543,0.783449780337816,0,1276,0,4961.926428913047,2022-10-03,Customer 1276,31,Address 1276,2022-01-29 18:00:00,2886,66.42078488287518,2022-01-29 18:00:00,29,4,1,2022
Merchant 2277,Location 2277,277,Retail,41.09922893712948,0.4185392602509085,0,1277,0,5042.199848161743,2022-10-04,Customer 1277,22,Address 1277,2022-01-04 21:00:00,2680,79.77488953148558,2022-01-04 21:00:00,4,1,1,2022
Merchant 2277,Location 2277,277,Retail,41.09922893712948,0.4185392602509085,0,1277,0,5042.199848161743,2022-10-04,Customer 1277,22,Address 1277,2022-02-04 16:00:00,2269,73.29570994113007,2022-02-04 16:00:00,4,5,2,2022
Merchant 2279,Location 2279,279,Food,87.47329707970232,0.6129715935210693,0,1279,0,7156.870920112488,2022-10-06,Customer 1279,37,Address 1279,2022-01-28 11:00:00,2832,86.18244074893154,2022-01-28 11:00:00,28,4,1,2022
Merchant 2280,Location 2280,280,Retail,31.214831319840613,0.7701598012954176,0,1280,0,8295.281557902284,2022-10-07,Customer 1280,60,Address 1280,2022-01-14 23:00:00,2899,64.2996060597047,2022-01-14 23:00:00,14,2,1,2022
Merchant 2280,Location 2280,280,Retail,31.214831319840613,0.7701598012954176,0,1280,0,8295.281557902284,2022-10-07,Customer 1280,60,Address 1280,2022-02-07 17:00:00,2081,90.38789073571203,2022-02-07 17:00:00,7,6,2,2022
Merchant 2281,Location 2281,281,Food,61.90352457018726,0.7173568735458106,0,1281,0,3183.466494213557,2022-10-08,Customer 1281,33,Address 1281,2022-01-09 06:00:00,2679,60.700759795200256,2022-01-09 06:00:00,9,1,1,2022
Merchant 2281,Location 2281,281,Food,61.90352457018726,0.7173568735458106,0,1281,0,3183.466494213557,2022-10-08,Customer 1281,33,Address 1281,2022-01-15 18:00:00,2661,76.34999350541855,2022-01-15 18:00:00,15,2,1,2022
Merchant 2282,Location 2282,282,Travel,96.57198893334257,0.5867595351398335,0,1282,0,7308.69730189397,2022-10-09,Customer 1282,39,Address 1282,2022-01-18 09:00:00,2994,14.19155734948768,2022-01-18 09:00:00,18,3,1,2022
Merchant 2282,Location 2282,282,Travel,96.57198893334257,0.5867595351398335,0,1282,0,7308.69730189397,2022-10-09,Customer 1282,39,Address 1282,2022-01-31 21:00:00,2971,99.88740974312738,2022-01-31 21:00:00,31,5,1,2022
Merchant 2283,Location 2283,283,Retail,37.99213522725594,0.5621896468421762,0,1283,0,9408.482074265525,2022-10-10,Customer 1283,63,Address 1283,2022-01-20 04:00:00,2374,27.578224851691395,2022-01-20 04:00:00,20,3,1,2022
Merchant 2285,Location 2285,285,Retail,61.43609226237128,0.2649763500619336,0,1285,0,6040.584196953391,2022-10-12,Customer 1285,47,Address 1285,2022-01-16 01:00:00,2271,71.7368591339746,2022-01-16 01:00:00,16,2,1,2022
Merchant 2286,Location 2286,286,Travel,14.523521313976882,0.119439939441808,0,1286,0,7665.932450291637,2022-10-13,Customer 1286,19,Address 1286,2022-01-03 23:00:00,2495,57.31615922446038,2022-01-03 23:00:00,3,1,1,2022
Merchant 2286,Location 2286,286,Travel,14.523521313976882,0.119439939441808,0,1286,0,7665.932450291637,2022-10-13,Customer 1286,19,Address 1286,2022-01-15 14:00:00,2697,28.343420494036856,2022-01-15 14:00:00,15,2,1,2022
Merchant 2287,Location 2287,287,Other,33.91358309691065,0.5873764896528769,0,1287,0,9561.510600327694,2022-10-14,Customer 1287,34,Address 1287,2022-01-27 20:00:00,2014,67.27985921251647,2022-01-27 20:00:00,27,4,1,2022
Merchant 2289,Location 2289,289,Food,51.13891597355007,0.7572829171552454,1,1289,0,9393.91094329131,2022-10-16,Customer 1289,31,Address 1289,2022-01-24 07:00:00,2283,37.37105363161972,2022-01-24 07:00:00,24,4,1,2022
Merchant 2289,Location 2289,289,Food,51.13891597355007,0.7572829171552454,1,1289,0,9393.91094329131,2022-10-16,Customer 1289,31,Address 1289,2022-01-26 06:00:00,2365,58.881829218778016,2022-01-26 06:00:00,26,4,1,2022
Merchant 2289,Location 2289,289,Food,51.13891597355007,0.7572829171552454,1,1289,0,9393.91094329131,2022-10-16,Customer 1289,31,Address 1289,2022-02-10 13:00:00,2625,85.88659811810663,2022-02-10 13:00:00,10,6,2,2022
Merchant 2292,Location 2292,292,Retail,58.01664841377381,0.3964009869235997,0,1292,0,5713.487344025388,2022-10-19,Customer 1292,33,Address 1292,2022-01-10 04:00:00,2094,53.84797949558436,2022-01-10 04:00:00,10,2,1,2022
Merchant 2292,Location 2292,292,Retail,58.01664841377381,0.3964009869235997,0,1292,0,5713.487344025388,2022-10-19,Customer 1292,33,Address 1292,2022-01-14 04:00:00,2771,22.18984231519618,2022-01-14 04:00:00,14,2,1,2022
Merchant 2293,Location 2293,293,Travel,79.28311196441244,0.2961903751706429,0,1293,0,3955.560715841445,2022-10-20,Customer 1293,51,Address 1293,2022-01-18 19:00:00,2369,11.567143945631798,2022-01-18 19:00:00,18,3,1,2022
Merchant 2295,Location 2295,295,Food,22.65471379806029,0.7979050029185851,0,1295,0,5483.470359081937,2022-10-22,Customer 1295,60,Address 1295,2022-01-22 01:00:00,2857,81.71166645699894,2022-01-22 01:00:00,22,3,1,2022
Merchant 2296,Location 2296,296,Travel,12.048607534897886,0.6879926520485328,0,1296,0,1364.6379176550022,2022-10-23,Customer 1296,28,Address 1296,2022-02-05 01:00:00,2935,41.8227353715044,2022-02-05 01:00:00,5,5,2,2022
Merchant 2299,Location 2299,299,Travel,87.3613393910834,0.2610608466124333,0,1299,0,4661.555925923707,2022-10-26,Customer 1299,31,Address 1299,2022-01-06 13:00:00,2511,33.800957892074884,2022-01-06 13:00:00,6,1,1,2022
Merchant 2299,Location 2299,299,Travel,87.3613393910834,0.2610608466124333,0,1299,0,4661.555925923707,2022-10-26,Customer 1299,31,Address 1299,2022-01-25 10:00:00,2881,72.41360119397154,2022-01-25 10:00:00,25,4,1,2022
Merchant 2299,Location 2299,299,Travel,87.3613393910834,0.2610608466124333,0,1299,0,4661.555925923707,2022-10-26,Customer 1299,31,Address 1299,2022-01-25 13:00:00,2460,70.54331536441717,2022-01-25 13:00:00,25,4,1,2022
Merchant 2300,Location 2300,300,Other,55.29097105603493,0.4914997821568332,0,1300,0,2446.8989581877204,2022-10-27,Customer 1300,40,Address 1300,2022-01-14 21:00:00,2474,47.59519154883488,2022-01-14 21:00:00,14,2,1,2022
Merchant 2302,Location 2302,302,Online,25.14389827717285,0.1267893006667646,0,1302,0,2670.1130146853484,2022-10-29,Customer 1302,54,Address 1302,2022-01-01 11:00:00,2746,95.55400891993546,2022-01-01 11:00:00,1,52,1,2022
Merchant 2303,Location 2303,303,Travel,51.243510294736616,0.6907669459308304,0,1303,0,6650.9563718712825,2022-10-30,Customer 1303,35,Address 1303,2022-01-27 08:00:00,2961,11.705082409397097,2022-01-27 08:00:00,27,4,1,2022
Merchant 2304,Location 2304,304,Retail,50.70585723009551,0.8317042766387782,0,1304,0,9631.517578499512,2022-10-31,Customer 1304,62,Address 1304,2022-01-18 11:00:00,2997,79.33627628450796,2022-01-18 11:00:00,18,3,1,2022
Merchant 2304,Location 2304,304,Retail,50.70585723009551,0.8317042766387782,0,1304,0,9631.517578499512,2022-10-31,Customer 1304,62,Address 1304,2022-02-07 22:00:00,2801,44.88713449114011,2022-02-07 22:00:00,7,6,2,2022
Merchant 2305,Location 2305,305,Food,44.03294777488758,0.3718737635846537,0,1305,0,4624.660778614991,2022-11-01,Customer 1305,23,Address 1305,2022-01-13 21:00:00,2469,76.94851055777721,2022-01-13 21:00:00,13,2,1,2022
Merchant 2307,Location 2307,307,Travel,13.478672536399934,0.2694494353927176,0,1307,0,8449.539575651721,2022-11-03,Customer 1307,31,Address 1307,2022-01-24 04:00:00,2301,66.24446927138561,2022-01-24 04:00:00,24,4,1,2022
Merchant 2309,Location 2309,309,Food,18.097908364235465,0.1150802937910266,0,1309,0,6507.017839612834,2022-11-05,Customer 1309,39,Address 1309,2022-01-27 19:00:00,2529,73.44126228893867,2022-01-27 19:00:00,27,4,1,2022
Merchant 2311,Location 2311,311,Travel,81.94669264544623,0.0069695841114257,0,1311,0,9253.478916937507,2022-11-07,Customer 1311,25,Address 1311,2022-01-01 06:00:00,2096,51.1470964781812,2022-01-01 06:00:00,1,52,1,2022
Merchant 2311,Location 2311,311,Travel,81.94669264544623,0.0069695841114257,0,1311,0,9253.478916937507,2022-11-07,Customer 1311,25,Address 1311,2022-01-07 06:00:00,2920,46.265651867845264,2022-01-07 06:00:00,7,1,1,2022
Merchant 2311,Location 2311,311,Travel,81.94669264544623,0.0069695841114257,0,1311,0,9253.478916937507,2022-11-07,Customer 1311,25,Address 1311,2022-01-14 22:00:00,2919,84.74839337828455,2022-01-14 22:00:00,14,2,1,2022
Merchant 2311,Location 2311,311,Travel,81.94669264544623,0.0069695841114257,0,1311,0,9253.478916937507,2022-11-07,Customer 1311,25,Address 1311,2022-01-16 15:00:00,2645,30.412437389916438,2022-01-16 15:00:00,16,2,1,2022
Merchant 2311,Location 2311,311,Travel,81.94669264544623,0.0069695841114257,0,1311,0,9253.478916937507,2022-11-07,Customer 1311,25,Address 1311,2022-02-04 17:00:00,2154,38.981553666269264,2022-02-04 17:00:00,4,5,2,2022
Merchant 2312,Location 2312,312,Retail,18.370412411716973,0.2859944269610791,0,1312,0,6018.443646739725,2022-11-08,Customer 1312,26,Address 1312,2022-02-11 04:00:00,2284,20.443810594610373,2022-02-11 04:00:00,11,6,2,2022
Merchant 2315,Location 2315,315,Travel,26.085561852185347,0.7364416334829819,0,1315,0,3432.0462856822232,2022-11-11,Customer 1315,51,Address 1315,2022-01-20 19:00:00,2976,54.66513489536387,2022-01-20 19:00:00,20,3,1,2022
Merchant 2315,Location 2315,315,Travel,26.085561852185347,0.7364416334829819,0,1315,0,3432.0462856822232,2022-11-11,Customer 1315,51,Address 1315,2022-01-25 15:00:00,2256,57.87803871732218,2022-01-25 15:00:00,25,4,1,2022
Merchant 2316,Location 2316,316,Other,65.299832246262,0.781144516158459,0,1316,0,1538.0330397909063,2022-11-12,Customer 1316,41,Address 1316,2022-01-11 12:00:00,2033,52.32859080638063,2022-01-11 12:00:00,11,2,1,2022
Merchant 2318,Location 2318,318,Retail,45.88273508416468,0.6173716445774726,0,1318,0,3354.518348759637,2022-11-14,Customer 1318,61,Address 1318,2022-01-22 18:00:00,2090,10.933045904656083,2022-01-22 18:00:00,22,3,1,2022
Merchant 2319,Location 2319,319,Food,42.37126163650664,0.8085710538493318,0,1319,0,5564.493480735172,2022-11-15,Customer 1319,38,Address 1319,2022-02-07 04:00:00,2655,31.218274539629405,2022-02-07 04:00:00,7,6,2,2022
Merchant 2320,Location 2320,320,Other,16.026934488711962,0.8848376456935328,0,1320,0,4674.919670572002,2022-11-16,Customer 1320,48,Address 1320,2022-01-09 23:00:00,2533,91.44727683785102,2022-01-09 23:00:00,9,1,1,2022
Merchant 2321,Location 2321,321,Food,54.92016403904978,0.9389942798388944,0,1321,0,2685.9423652780533,2022-11-17,Customer 1321,47,Address 1321,2022-01-01 12:00:00,2092,47.13851441157395,2022-01-01 12:00:00,1,52,1,2022
Merchant 2321,Location 2321,321,Food,54.92016403904978,0.9389942798388944,0,1321,0,2685.9423652780533,2022-11-17,Customer 1321,47,Address 1321,2022-01-01 14:00:00,2849,99.83263446243002,2022-01-01 14:00:00,1,52,1,2022
Merchant 2322,Location 2322,322,Retail,75.78919810722196,0.3085432272629526,0,1322,0,9411.508716680992,2022-11-18,Customer 1322,29,Address 1322,2022-01-04 09:00:00,2282,38.43137755298227,2022-01-04 09:00:00,4,1,1,2022
Merchant 2322,Location 2322,322,Retail,75.78919810722196,0.3085432272629526,0,1322,0,9411.508716680992,2022-11-18,Customer 1322,29,Address 1322,2022-01-13 10:00:00,2243,53.65543294021365,2022-01-13 10:00:00,13,2,1,2022
